date,close
1923-04-16,103.4106
1923-04-17,103.2124
1923-04-18,103.0143
1923-04-19,102.8161
1923-04-20,102.6179
1923-04-23,102.0233
1923-04-24,101.8251
1923-04-25,101.6270
1923-04-26,101.4288
1923-04-27,101.2306
1923-04-30,100.6360
1923-05-01,100.4378
1923-05-02,100.2397
1923-05-03,100.0415
1923-05-04,99.8433
1923-05-07,99.2487
1923-05-08,99.0506
1923-05-09,98.8524
1923-05-10,98.6542
1923-05-11,98.4560
1923-05-14,97.8614
1923-05-15,97.6633
1923-05-16,97.6021
1923-05-17,97.5408
1923-05-18,97.4796
1923-05-21,97.2960
1923-05-22,97.2348
1923-05-23,97.1736
1923-05-24,97.1124
1923-05-25,97.0512
1923-05-28,96.8675
1923-05-29,96.8063
1923-05-30,96.7451
1923-05-31,96.6839
1923-06-01,96.6227
1923-06-04,96.4391
1923-06-05,96.3778
1923-06-06,96.3166
1923-06-07,96.2554
1923-06-08,96.1942
1923-06-11,96.0106
1923-06-12,95.9494
1923-06-13,95.8882
1923-06-14,95.8270
1923-06-15,95.7657
1923-06-18,95.5380
1923-06-19,95.4621
1923-06-20,95.3862
1923-06-21,95.3103
1923-06-22,95.2344
1923-06-25,95.0067
1923-06-26,94.9308
1923-06-27,94.8549
1923-06-28,94.7790
1923-06-29,94.7031
1923-07-02,94.4754
1923-07-03,94.3995
1923-07-04,94.3236
1923-07-05,94.2477
1923-07-06,94.1718
1923-07-09,93.9441
1923-07-10,93.8682
1923-07-11,93.7923
1923-07-12,93.7164
1923-07-13,93.6405
1923-07-16,93.5010
1923-07-17,93.5132
1923-07-18,93.5255
1923-07-19,93.5377
1923-07-20,93.5499
1923-07-23,93.5867
1923-07-24,93.5989
1923-07-25,93.6112
1923-07-26,93.6234
1923-07-27,93.6356
1923-07-30,93.6724
1923-07-31,93.6846
1923-08-01,93.6968
1923-08-02,93.7091
1923-08-03,93.7213
1923-08-06,93.7581
1923-08-07,93.7703
1923-08-08,93.7825
1923-08-09,93.7948
1923-08-10,93.8070
1923-08-13,93.8437
1923-08-14,93.8560
1923-08-15,93.8682
1923-08-16,93.8682
1923-08-17,93.8682
1923-08-20,93.8682
1923-08-21,93.8682
1923-08-22,93.8682
1923-08-23,93.8682
1923-08-24,93.8682
1923-08-27,93.8682
1923-08-28,93.8682
1923-08-29,93.8682
1923-08-30,93.8682
1923-08-31,93.8682
1923-09-03,93.8682
1923-09-04,93.8682
1923-09-05,93.8682
1923-09-06,93.8682
1923-09-07,93.8682
1923-09-10,93.8682
1923-09-11,93.8682
1923-09-12,93.8682
1923-09-13,93.8682
1923-09-14,93.8682
1923-09-17,93.8345
1923-09-18,93.8176
1923-09-19,93.8008
1923-09-20,93.7839
1923-09-21,93.7670
1923-09-24,93.7164
1923-09-25,93.6996
1923-09-26,93.6827
1923-09-27,93.6658
1923-09-28,93.6490
1923-10-01,93.5984
1923-10-02,93.5815
1923-10-03,93.5646
1923-10-04,93.5478
1923-10-05,93.5309
1923-10-08,93.4803
1923-10-09,93.4634
1923-10-10,93.4466
1923-10-11,93.4297
1923-10-12,93.4128
1923-10-15,93.3622
1923-10-16,93.4194
1923-10-17,93.4765
1923-10-18,93.5336
1923-10-19,93.5907
1923-10-22,93.7621
1923-10-23,93.8193
1923-10-24,93.8764
1923-10-25,93.9335
1923-10-26,93.9907
1923-10-29,94.1620
1923-10-30,94.2192
1923-10-31,94.2763
1923-11-01,94.3334
1923-11-02,94.3906
1923-11-05,94.5619
1923-11-06,94.6191
1923-11-07,94.6762
1923-11-08,94.7333
1923-11-09,94.7905
1923-11-12,94.9619
1923-11-13,95.0190
1923-11-14,95.0761
1923-11-15,95.1332
1923-11-16,95.2893
1923-11-19,95.7573
1923-11-20,95.9133
1923-11-21,96.0693
1923-11-22,96.2254
1923-11-23,96.3814
1923-11-26,96.8494
1923-11-27,97.0055
1923-11-28,97.1615
1923-11-29,97.3175
1923-11-30,97.4735
1923-12-03,97.9416
1923-12-04,98.0976
1923-12-05,98.2536
1923-12-06,98.4096
1923-12-07,98.5656
1923-12-10,99.0337
1923-12-11,99.1897
1923-12-12,99.3457
1923-12-13,99.5017
1923-12-14,99.6578
1923-12-17,99.9444
1923-12-18,100.0096
1923-12-19,100.0749
1923-12-20,100.1402
1923-12-21,100.2055
1923-12-24,100.4014
1923-12-25,100.4667
1923-12-26,100.5320
1923-12-27,100.5973
1923-12-28,100.6626
1923-12-31,100.8584
1924-01-01,100.9237
1924-01-02,100.9890
1924-01-03,101.0543
1924-01-04,101.1196
1924-01-07,101.3155
1924-01-08,101.3808
1924-01-09,101.4460
1924-01-10,101.5113
1924-01-11,101.5766
1924-01-14,101.7725
1924-01-15,101.8378
1924-01-16,101.7970
1924-01-17,101.7562
1924-01-18,101.7154
1924-01-21,101.5930
1924-01-22,101.5521
1924-01-23,101.5113
1924-01-24,101.4705
1924-01-25,101.4297
1924-01-28,101.3073
1924-01-29,101.2665
1924-01-30,101.2257
1924-01-31,101.1849
1924-02-01,101.1441
1924-02-04,101.0217
1924-02-05,100.9809
1924-02-06,100.9400
1924-02-07,100.8992
1924-02-08,100.8584
1924-02-11,100.7360
1924-02-12,100.6952
1924-02-13,100.6544
1924-02-14,100.6136
1924-02-15,100.5728
1924-02-18,100.3241
1924-02-19,100.2413
1924-02-20,100.1584
1924-02-21,100.0755
1924-02-22,99.9926
1924-02-25,99.7440
1924-02-26,99.6611
1924-02-27,99.5782
1924-02-28,99.4953
1924-02-29,99.4125
1924-03-03,99.1638
1924-03-04,99.0809
1924-03-05,98.9981
1924-03-06,98.9152
1924-03-07,98.8323
1924-03-10,98.5837
1924-03-11,98.5008
1924-03-12,98.4179
1924-03-13,98.3350
1924-03-14,98.2521
1924-03-17,97.9652
1924-03-18,97.8632
1924-03-19,97.7612
1924-03-20,97.6592
1924-03-21,97.5572
1924-03-24,97.2511
1924-03-25,97.1491
1924-03-26,97.0471
1924-03-27,96.9451
1924-03-28,96.8430
1924-03-31,96.5370
1924-04-01,96.4350
1924-04-02,96.3330
1924-04-03,96.2309
1924-04-04,96.1289
1924-04-07,95.8229
1924-04-08,95.7209
1924-04-09,95.6188
1924-04-10,95.5168
1924-04-11,95.4148
1924-04-14,95.1088
1924-04-15,95.0067
1924-04-16,95.0489
1924-04-17,95.0911
1924-04-18,95.1332
1924-04-21,95.2597
1924-04-22,95.3019
1924-04-23,95.3441
1924-04-24,95.3862
1924-04-25,95.4284
1924-04-28,95.5549
1924-04-29,95.5971
1924-04-30,95.6392
1924-05-01,95.6814
1924-05-02,95.7236
1924-05-05,95.8501
1924-05-06,95.8922
1924-05-07,95.9344
1924-05-08,95.9766
1924-05-09,96.0187
1924-05-12,96.1452
1924-05-13,96.1874
1924-05-14,96.2296
1924-05-15,96.2718
1924-05-16,96.3574
1924-05-19,96.6145
1924-05-20,96.7002
1924-05-21,96.7859
1924-05-22,96.8716
1924-05-23,96.9573
1924-05-26,97.2144
1924-05-27,97.3001
1924-05-28,97.3858
1924-05-29,97.4715
1924-05-30,97.5572
1924-06-02,97.8142
1924-06-03,97.8999
1924-06-04,97.9856
1924-06-05,98.0713
1924-06-06,98.1570
1924-06-09,98.4141
1924-06-10,98.4998
1924-06-11,98.5855
1924-06-12,98.6712
1924-06-13,98.7569
